"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"CDC25C",1.05820972447164,1.10076059834301,12.2007073598563,1.37568509242661e-30,2.20300682162206e-29,58.3649202504212
"STK39",1.30350581961308,3.75130045502498,12.199225873304,1.39568260285999e-30,2.23309216457598e-29,58.3505905524419
"ARHGAP18",-1.10274589262892,3.62720359398362,-12.1959746322504,1.44058855507726e-30,2.30294433830721e-29,58.3191464532197
"SLC15A2",-1.59464513416625,2.26076493574575,-12.1911245660169,1.51026321524411e-30,2.41223686535266e-29,58.2722485787764
"KNTC1",1.10728466372515,1.663762461557,12.1901265379338,1.52501138336666e-30,2.43368598618929e-29,58.2625994695606
"TTC9C",0.632579771443848,3.02337636718396,12.1883972836848,1.5509051962535e-30,2.47286940885779e-29,58.2458818345929
"CCT5",1.16576814596581,5.16257194734679,12.1834913071509,1.62677305556952e-30,2.59159838766377e-29,58.1984606771811
"IARS2",0.832197879536579,5.14122544016051,12.1785008592735,1.7077366568739e-30,2.71823346384898e-29,58.1502345074884
"SLC44A2",-0.889379269834453,5.34377465140692,-12.1719837872254,1.81953402553738e-30,2.89368652613048e-29,58.0872729622461
"SEC61A1",0.743513917563866,6.58856486993689,12.1713686029537,1.83045617851606e-30,2.90854914567307e-29,58.0813306781948
"ZBTB16",-1.3447843174264,0.837165616760871,-12.1694216294335,1.86545512299794e-30,2.96161068064252e-29,58.0625253294608
"GJA5",-1.50047116757236,3.12351314707248,-12.1691734936196,1.86996321018968e-30,2.96621507322264e-29,58.0601287722505
"MCM6",1.24671083826713,3.60560234831645,12.1606826856837,2.03093162968701e-30,3.21878236292663e-29,57.9781397401905
"FANCD2",0.806173877995316,1.42445675745692,12.1597013905207,2.05040204705058e-30,3.24685124154413e-29,57.9686663146666
"ABCG1",-1.29319813764061,2.93277039628694,-12.1589942411389,2.06454804096923e-30,3.26364886544991e-29,57.9618397716253
"RFWD3",0.812393612881714,2.77266144360471,12.1581920569003,2.08071274305022e-30,3.28638601744782e-29,57.9540960818077
"TTC28",-0.883062260107841,1.61392979921193,-12.1562767499219,2.1198189861065e-30,3.34528833667174e-29,57.9356083477681
"PLCE1",-0.905292380864501,1.25171329379638,-12.1528832877959,2.19091016958882e-30,3.45452229133116e-29,57.9028567459251
"RRAS",-1.32760836886594,5.39079498061773,-12.1483290939988,2.2900600647499e-30,3.60777353326269e-29,57.8589109302577
"MITF",-0.912794019727876,1.61705894985647,-12.1456248299277,2.35103472441092e-30,3.70067308839016e-29,57.8328206467856
"NOSTRIN",-1.23612792914839,1.77533964341597,-12.1423583571718,2.42684376617753e-30,3.81674456934724e-29,57.8013108269553
"BAIAP2L1",1.11947112237008,4.14762774268496,12.1399431346169,2.48445649714892e-30,3.90402499654201e-29,57.7780157458366
"FPR1",-1.61814227904687,2.53622778600848,-12.1362784888679,2.57448242715913e-30,4.04204696308354e-29,57.7426750548601
"STOM",-1.26896549152335,6.38310142263749,-12.1321821751094,2.67895970177425e-30,4.20250413081049e-29,57.7031789321062
"ABCA9",-0.62326577043213,0.491901087020914,-12.1227083500573,2.93703585473427e-30,4.60343563705504e-29,57.611863650349
"EXO1",1.30492404279975,1.41295117710361,12.1198822388202,3.01870773906683e-30,4.72742957303097e-29,57.5846317795981
"LSAMP",-0.983067279677505,1.149423998816,-12.1161267587451,3.13074442887384e-30,4.8987254642803e-29,57.5484504828189
"APOBR",-1.40458899254704,2.46884379447848,-12.1130786183404,3.2247137663395e-30,5.04148470859586e-29,57.5190887496283
"CKS1B",1.37439532742322,3.41437628316254,12.1102997146346,3.31282619261273e-30,5.17047526237899e-29,57.4923242847412
"APOLD1",-1.28613548580234,1.94226834560285,-12.1083877993661,3.37483558502554e-30,5.26280362405335e-29,57.4739121538094
"KIF18B",1.4730486601828,1.57283922787019,12.1056930704848,3.46419996088255e-30,5.3975980471589e-29,57.4479642842031
"PPIL1",1.0149270831787,4.29781181821758,12.1025135713198,3.57267312122608e-30,5.56191339581254e-29,57.4173528899914
"HSD17B4",-0.885171600596414,3.93161187878622,-12.1020404662266,3.58910010317048e-30,5.58277560735996e-29,57.4127983627301
"GPRIN1",1.22406252255988,1.54591604259209,12.1008914036039,3.62931105315065e-30,5.6405670015605e-29,57.4017369096073
"TMEM62",0.925337766777511,3.30014134679814,12.1004843982685,3.64366128210694e-30,5.65810297410007e-29,57.3978190209545
"XPO5",0.881594183417711,2.93045588872644,12.0998076947154,3.66764563561666e-30,5.69055733270447e-29,57.3913051529806
"CDCA3",1.1883890759243,1.3474188713412,12.0987799882001,3.7043713494304e-30,5.74270946674722e-29,57.3814129839422
"POLR1C",0.798651729124457,3.37264970951185,12.0874821796077,4.13304187655612e-30,6.40187712331716e-29,57.2726988970274
"CD68",-0.904462218054583,1.13269506978142,-12.0860923549673,4.18907509820347e-30,6.4832262929243e-29,57.2593293452791
"RFC4",1.25365201145942,2.58876735291736,12.080827503431,4.40827774373228e-30,6.81675673230285e-29,57.208691850469
"PPM1D",-0.61708213144835,2.16159751282073,-12.0784688107677,4.51014868726589e-30,6.96844413590294e-29,57.186010112138
"ATG16L1",0.604457205232907,2.87150749536942,12.076071087512,4.61610630596403e-30,7.12618653827819e-29,57.1629557343595
"NOL11",0.716694277582769,3.52930219212399,12.0742401351747,4.69868245551086e-30,7.24759982769768e-29,57.1453527477211
"ARRB1",-1.22206872156446,3.40370821919993,-12.0740976725459,4.7051688298808e-30,7.25154173547544e-29,57.1439831618891
"ANKS1A",-0.890955905344649,3.27953160982425,-12.0705297030199,4.87055772426741e-30,7.50017102648458e-29,57.1096850743786
"TTYH3",1.33564516567329,4.46966765211646,12.0682415495611,4.9796536373453e-30,7.66177233542504e-29,57.0876927314869
"BUB1",1.44577053134568,1.97717692101378,12.0668767413919,5.04587989157257e-30,7.7571993533109e-29,57.0745761998059
"CD83",-1.44776581336169,3.5371436839941,-12.0640511708667,5.18578678034454e-30,7.96564483961666e-29,57.0474237604214
"PTGIR",-0.819357007017993,1.31261198730091,-12.0619962095133,5.28995536958934e-30,8.11889323279403e-29,57.0276788903168
"JUND",-1.28894011987023,6.17369239597496,-12.0601916524078,5.38314605927848e-30,8.25505224451948e-29,57.0103416466782
"FAM111B",1.34380289138978,1.72727132498407,12.0586041194351,5.46647881914619e-30,8.37588050295755e-29,56.9950907297613
"LRRFIP1",-0.785848700758997,3.8150182506753,-12.0501741217276,5.93096893225604e-30,9.07640991262326e-29,56.9141264200032
"HDAC1",0.786834400028969,5.01071472053961,12.050129730024,5.93351602050285e-30,9.07640991262326e-29,56.9137001572706
"MGME1",0.823070632051356,3.22525206830571,12.036782793675,6.75085317070693e-30,1.0309581067318e-28,56.7855810831725
"PIAS3",0.975470301559219,3.63095456255593,12.0353086009294,6.84773406761701e-30,1.04488832158311e-28,56.771435278294
"CCAR1",0.678376935931491,3.64070188403469,12.0260521853444,7.48845955752277e-30,1.14076880195855e-28,56.6826377026212
"GPRIN2",-1.70569367477618,2.29368545038426,-12.0228016520614,7.72733236046587e-30,1.17521704357687e-28,56.6514647042336
"CDKN3",1.61897347434864,2.13071675303984,12.0222431032975,7.76913520980518e-30,1.18060137026759e-28,56.6461086604178
"TSTA3",1.2539959667461,4.76646756912131,12.0215407753273,7.82201824906534e-30,1.18765919883751e-28,56.639374097147
"ABCA3",-2.57505381247914,4.61928450412096,-12.0191653597898,8.0035477691659e-30,1.21422244445372e-28,56.6165981746493
"CENPA",1.52206167180498,1.68183068256034,12.0173660079389,8.14383912839446e-30,1.23449091405605e-28,56.5993474405325
"SRM",1.04823244426523,4.96900693074806,12.0125856325465,8.5285522408088e-30,1.29174656599705e-28,56.5535245277209
"SMTNL2",-0.783231153806308,0.615381034896014,-12.0121655825033,8.56320889492706e-30,1.29593172841357e-28,56.549498602125
"C1orf115",-1.56926745125323,2.8891447793725,-12.0104907392094,8.70279229574525e-30,1.31597633009761e-28,56.5334470759839
"MTX1",0.7669956662468,2.81025089098656,12.0066132341584,9.03469633557742e-30,1.3650456838553e-28,56.4962905832718
"NCAPG",1.42132990505514,1.66444741732615,11.9917279685305,1.04300364237661e-29,1.57457702083172e-28,56.3537178147953
"SHCBP1",1.1307218966914,1.5849520867054,11.9909079073929,1.05128564235503e-29,1.58578230009531e-28,56.3458662423651
"FAM167B",-1.10054198848926,2.49649746446969,-11.9885103333421,1.0758765079641e-29,1.62154982180733e-28,56.3229128087034
"C17orf53",1.15831881629759,1.44247674838614,11.9883709123146,1.07732396728315e-29,1.6224059223216e-28,56.3215781307559
"NIF3L1",0.683595314804668,3.70551337427537,11.9853177916786,1.1095115681445e-29,1.66951626501873e-28,56.2923529203753
"CLK2",0.97208971475908,3.73431776662088,11.9833175178849,1.13111646097446e-29,1.70063866927929e-28,56.2732082249268
"SUV39H2",0.841165653885874,1.85772826431029,11.9821635129735,1.14377069861861e-29,1.71826399414626e-28,56.262164068718
"TMEM220",-0.9165189252368,1.29516704649527,-11.9776384586831,1.19476380706167e-29,1.79340949655603e-28,56.2188641384737
"PFDN6",0.954753178014722,3.65003922771359,11.9753708153872,1.22116246567605e-29,1.83154513551153e-28,56.1971688929024
"RARS",0.645524780699044,4.23244330845017,11.9738233942848,1.23950901350528e-29,1.85755176938631e-28,56.1823656452773
"HDHD3",1.06605749499159,3.75929361759803,11.9697046097373,1.28968952892943e-29,1.93118445046185e-28,56.1429692818015
"SIX4",1.12500505590725,1.70121052689772,11.9682494569988,1.30789711796873e-29,1.95686018104518e-28,56.1290526163226
"SKIV2L",0.780494497815892,3.63913151120945,11.9677843907559,1.31377001213773e-29,1.96405422884254e-28,56.1246050688664
"EIF4E3",-0.840248907576623,1.90908674071045,-11.9634316894599,1.37002406081961e-29,2.04649424080973e-28,56.0829840842479
"HGH1",1.04173764415979,3.60613421979568,11.9605218448607,1.40896081088326e-29,2.10125376226148e-28,56.05516489799
"EDN1",-1.91987447840846,3.52254111589669,-11.9591139128501,1.42819368712989e-29,2.12821624718677e-28,56.041706003082
"HLX",-0.837214467821788,1.39904551357997,-11.9547379259144,1.48965462192323e-29,2.21622165042256e-28,55.9998805292118
"TUBG1",1.07511215016953,4.11863716624729,11.9542577795898,1.49655648479317e-29,2.22469573178601e-28,55.9952918715302
"PTGES",2.11813044760615,3.80403271508395,11.951174810403,1.54163688476748e-29,2.28986451289778e-28,55.9658312112633
"ST6GALNAC2",-1.27756320741268,1.56797783970665,-11.9504630378432,1.55223519219952e-29,2.30375179611398e-28,55.9590302039358
"CRY2",-1.04210154555107,3.12961499145874,-11.9487564967383,1.57794179779264e-29,2.34002172714458e-28,55.9427251427163
"SELPLG",-1.46596976556629,3.97777427455527,-11.9471937532017,1.60185362212155e-29,2.37357394545369e-28,55.9277952117439
"PRG4",-1.84696813459068,1.20093600239364,-11.9447872942476,1.63938213563474e-29,2.42723287625921e-28,55.9048069929851
"PFKP",1.7833658616544,4.64178562220094,11.9437611691851,1.65564928340371e-29,2.44935188293758e-28,55.8950055557104
"MRAS",-0.879183006700342,2.17112532335924,-11.9347798936455,1.80505986693338e-29,2.66724936740789e-28,55.8092389148958
"REEP1",-0.975106223828081,0.702288049368277,-11.9347355656324,1.80582960748723e-29,2.66724936740789e-28,55.8088157007316
"F10",-1.10657659621781,1.22568992581754,-11.9305360557959,1.88025330504542e-29,2.77273484983836e-28,55.7687258714434
"ZNF485",0.600795671068706,1.18254328545675,11.9266692508504,1.95147583094451e-29,2.87546534578788e-28,55.7318196335655
"VPS72",0.867866405565149,3.71217047992787,11.9252264442485,1.97873297280682e-29,2.91330134735357e-28,55.718050785326
"PDXDC1",0.847986654274214,4.1643885286362,11.9248239900992,1.98640336871174e-29,2.922262308293e-28,55.7142103033474
"INTS7",0.751398994385688,2.7980151732382,11.9147879403218,2.18754665868752e-29,3.21304623881109e-28,55.6184648950561
"ABHD11",1.28207591183945,4.28207395360392,11.910409093426,2.28153888206757e-29,3.34843510711078e-28,55.5767052212121
"OSTC",0.891549874665381,5.83731034096951,11.9095870852798,2.29962609090658e-29,3.37229746621977e-28,55.568867018854
"CARD16",-1.17423346771842,2.46897571646246,-11.9074932709023,2.34634476286082e-29,3.43807531257001e-28,55.5489030646417
"KAT2B",-0.970275310018805,2.34865623668648,-11.9069114622343,2.35949331065318e-29,3.45459782499444e-28,55.5433560509346
"GJA4",-1.20715065336975,2.58956938778265,-11.9015251695839,2.48475468294995e-29,3.63511137121814e-28,55.4920104153295
"GTF3C2",0.621275732637238,3.65170213944159,11.8994435457686,2.53491734566522e-29,3.70555904856038e-28,55.4721707710708
"MRPL17",0.844265408121291,4.511804195451,11.8978963031192,2.57285411511753e-29,3.75803742800382e-28,55.4574255863991
"TPI1",1.10375527477049,7.48426553787796,11.8974263895313,2.58448733435394e-29,3.77204290697481e-28,55.4529475498125
"FANCG",0.933098912378723,2.43413862576487,11.8970649871122,2.59346982751622e-29,3.78216058324262e-28,55.4495036416762
"NOP2",0.976954835218153,3.2872748459917,11.8824245545024,2.98468654515321e-29,4.34924939849813e-28,55.3100436949104
"METTL23",0.597987192661797,3.69073763087917,11.8797144546657,3.06329527689816e-29,4.46027397539205e-28,55.2842395233103
"PUS1",0.886143923904352,2.24106274937276,11.8714837282643,3.31488386461628e-29,4.82279002637549e-28,55.2058925512136
"CEACAM21",-1.06143655488982,1.2992319523314,-11.8693909212733,3.38206722671731e-29,4.9166569108338e-28,55.1859766776386
"MYH11",-1.87767496963253,2.60456446573471,-11.8686136974372,3.40736115645697e-29,4.94945860044032e-28,55.1785808868298
"POC1A",1.07304648841023,2.20235934723717,11.8685330442317,3.40999668319582e-29,4.94945860044032e-28,55.1778134358053
"EGR2",-1.41467787082688,2.25024719568773,-11.8667464460687,3.4689006637285e-29,5.03099681167164e-28,55.1608139687621
"RAD54L",1.18686328912555,1.31900132130233,11.8661375834094,3.48920518696744e-29,5.05646954353301e-28,55.1550209983214
"EIF3B",0.92453133528703,4.65385638336598,11.8580911731421,3.76891068460575e-29,5.45752467108375e-28,55.0784809874271
"PGM2L1",1.22982679536462,2.30694147009587,11.8509763187698,4.03475193512922e-29,5.83789048621677e-28,55.01082835505
"MMP19",-1.45731361578366,2.22627640709359,-11.8508007500931,4.04154250232072e-29,5.84313292185052e-28,55.009159244798
"SLC37A4",0.747151273064503,2.66336071347679,11.8499186033169,4.07583423901785e-29,5.8880963227409e-28,55.0007730078776
"PDGFB",-1.23070917335668,2.81552047933843,-11.8466662315338,4.20478339205006e-29,6.06962785731922e-28,54.9698571952969
"NSUN2",0.958940550638284,4.1626482043843,11.8443073394288,4.30083963053167e-29,6.20343154840096e-28,54.9474376715752
"YARS",0.649707051181631,3.92328584876357,11.8379192167617,4.572070366981e-29,6.58949641641137e-28,54.8867368505042
"SMAD9",-1.16715620048827,1.27472634387866,-11.8316994251752,4.85248884809507e-29,6.98819002885698e-28,54.8276545725554
"SERPING1",-1.44801090964477,6.38798426593509,-11.8229857107644,5.27434173844347e-29,7.5897859899224e-28,54.7449139488831
